AvgFlowRate,FlowRate,AvgStaticPressure,StaticPressure,AvgCasingPressure,CasingPressure,AvgTubingPressure,TubingPressure,Loading
711,706.5961,522,525.9678,776,733.9601,609,607.4733,FALSE
711,706.5961,522,523.8666,776,734.1985,609,607.5895,FALSE
711,706.5961,522,527.5427,776,734.3147,609,609.6815,FALSE
711,690.1027,522,527.6544,776,734.4816,609,607.4539,FALSE
711,690.1027,522,525.5143,776,734.051,609,607.366,FALSE
711,690.1027,522,523.1964,776,734.7111,609,604.5931,FALSE
711,701.5277,522,525.8849,776,734.2759,609,608.716,FALSE
711,690.1027,522,526.5861,776,733.3358,609,601.0349,FALSE
711,708.5102,522,525.3587,776,733.8141,609,602.5637,FALSE
711,690.1027,522,526.0814,776,737.7075,609,605.1563,FALSE
711,690.1027,522,525.4777,776,737.7939,609,606.7819,FALSE
711,690.1027,522,526.3812,776,743.7689,609,597.7584,FALSE
711,690.1027,522,524.3742,776,741.6591,609,601.1198,FALSE
711,690.1027,522,525.378,776,743.5335,609,607.4822,FALSE
711,712.0874,522,523.9097,776,743.2206,609,597.8209,FALSE
711,690.1027,522,527.0898,776,747.8546,609,601.1675,FALSE
711,690.1027,522,524.2613,776,740.3597,609,600.1201,FALSE
711,742.4752,522,524.2613,776,741.7932,609,601.6414,FALSE
711,715.4967,522,523.2272,776,737.8997,609,597.5825,FALSE
711,690.1027,522,525.6394,776,738.6819,609,597.9595,FALSE
711,691.0204,522,523.8341,776,735.3443,609,602.0988,FALSE
711,690.1027,522,521.9578,776,734.6261,609,605.1935,FALSE
711,738.1108,522,522.2394,776,734.6485,609,611.176,FALSE
711,718.7753,522,524.8931,776,735.3264,609,614.5241,FALSE
711,716.7717,522,524.6785,776,735.5515,609,614.2857,FALSE
711,721.2322,522,520.4756,776,735.696,609,611.5485,FALSE
711,690.1027,522,521.7009,776,735.5485,609,611.0881,FALSE
711,710.8654,522,527.7169,776,735.7883,609,613.4438,FALSE
711,710.8654,522,523.9316,776,734.8973,609,608.8188,FALSE
711,710.8654,522,521.5783,776,735.1193,609,603.188,FALSE
711,710.8654,522,522.9478,776,734.3654,609,610.4504,FALSE
711,710.8654,522,522.4938,776,733.7396,609,611.1343,FALSE
711,710.8654,522,517.0412,776,734.6946,609,602.0422,FALSE
711,710.8654,522,516.1833,776,737.2441,609,595.4532,FALSE
711,710.8654,522,518.8192,776,737.6569,609,600.6356,FALSE
711,710.8654,522,518.7253,776,743.751,609,593.5431,FALSE
711,715.6566,522,516.5833,776,739.2512,609,595.5069,FALSE
711,710.8654,522,515.9711,776,741.6158,609,598.037,FALSE
711,711.6389,522,517.901,776,743.9537,609,598.6792,FALSE
711,710.8654,522,516.4393,776,750.7258,609,596.018,FALSE
711,710.8654,522,514.9675,776,741.7634,609,596.2415,FALSE
711,710.8654,522,516.257,776,736.809,609,595.6335,FALSE
711,710.8654,522,516.2057,776,733.6293,609,594.8423,FALSE
711,726.5557,522,516.8472,776,733.4996,609,600.7444,FALSE
711,710.8654,522,515.4465,776,728.9566,609,601.3493,FALSE
711,710.8654,522,517.501,776,728.5066,609,601.9095,FALSE
711,710.8654,522,518.6083,776,728.5543,609,601.014,FALSE
711,730.7986,522,519.3163,776,728.7852,609,600.2124,FALSE
711,720.3914,522,515.9844,776,729.1428,609,602.3685,FALSE
711,719.274,522,516.6732,776,729.3902,609,601.2838,FALSE
711,710.8654,522,519.07,776,729.937,609,601.9438,FALSE
711,705.8278,522,517.7752,776,729.9951,609,600.7533,FALSE
711,744.8996,522,517.1129,776,730.2544,609,605.6823,FALSE
711,692.8871,522,517.6431,776,730.679,609,606.4154,FALSE
711,708.0502,522,518.1198,776,730.4302,609,607.7922,FALSE
711,698.2868,522,516.1094,776,728.0432,609,599.1038,FALSE
711,692.8871,522,519.3287,776,729.8804,609,595.3013,FALSE
711,692.8871,522,518.1339,776,735.2206,609,596.5827,FALSE
711,693.463,522,516.4211,776,733.6964,609,594.747,FALSE
711,731.4581,522,517.6424,776,741.5383,609,596.0508,FALSE
711,713.6582,522,516.6113,776,739.3882,609,596.5931,FALSE
711,724.0199,522,515.7935,776,741.0809,609,594.6144,FALSE
711,692.8871,522,514.2478,776,749.5532,609,591.7938,FALSE
711,712.7968,522,516.98,776,753.1829,609,597.5632,FALSE
711,697.0859,522,516.0886,776,743.2385,609,593.6638,FALSE
711,692.8871,522,516.2936,776,742.2491,609,593.3419,FALSE
711,701.2622,522,517.0006,776,735.3011,609,594.0169,FALSE
711,692.8871,522,517.7168,776,733.7872,609,595.4339,FALSE
711,721.4025,522,514.3507,776,729.3559,609,595.5143,FALSE
711,699.2486,522,514.5958,776,728.8001,609,600.9947,FALSE
711,692.8871,522,517.2911,776,729.2933,609,603.033,FALSE
711,705.84,522,516.9158,776,729.6971,609,602.3178,FALSE
711,692.8871,522,515.6171,776,730.2604,609,597.0506,FALSE
711,728.7368,522,516.5345,776,730.4377,609,604.8702,FALSE
711,692.8871,522,517.9835,776,731.0918,609,604.9745,FALSE
711,698.6981,522,516.9489,776,731.5492,609,595.5724,FALSE
711,682.9985,522,517.4468,776,731.6282,609,596.4576,FALSE
711,670.3887,522,520.1783,776,731.5716,609,599.2827,FALSE
711,670.3887,522,518.6053,776,731.6073,609,600.3063,FALSE
711,710.094,522,517.3764,776,728.7331,609,602.7753,FALSE
711,674.3446,522,521.4941,776,731.2587,609,599.7267,FALSE
711,672.7371,522,519.8457,776,738.9814,609,594.1599,FALSE
711,708.0455,522,521.5157,776,738.4078,609,594.3223,FALSE
711,710.1907,522,523.4429,776,747.6817,609,601.3687,FALSE
711,702.0206,522,522.5731,776,744.5154,609,593.321,FALSE
711,710.6866,522,523.6061,776,746.8354,609,597.7733,FALSE
711,670.3887,522,526.8951,776,753.4749,609,595.3147,FALSE
711,694.8812,522,527.8024,776,761.5032,609,607.1455,FALSE
711,670.3887,522,529.0561,776,747.7726,609,595.939,FALSE
711,672.0214,522,528.0577,776,747.8531,609,598.3454,FALSE
711,681.4027,522,527.5686,776,739.649,609,605.6152,FALSE
711,698.4448,522,528.2373,776,737.2173,609,596.7913,FALSE
711,699.4315,522,527.5775,776,731.8904,609,610.0481,FALSE
711,670.3887,522,524.1457,776,730.3587,609,588.3116,FALSE
711,722.1252,522,525.6517,776,730.5449,609,608.1751,FALSE
711,670.3887,522,527.0881,776,730.8921,609,588.991,FALSE
711,670.8358,522,528.9175,776,731.1663,609,609.0885,FALSE
711,670.3887,522,526.6099,776,731.5209,609,596.2728,FALSE
711,705.7208,522,526.64,776,731.9992,609,608.4537,FALSE
711,720.4302,522,527.2687,776,732.0871,609,601.5937,FALSE
711,720.4302,522,527.1208,776,732.5952,609,602.1837,FALSE
711,720.4302,522,522.9218,776,733.0452,609,611.0911,FALSE
711,720.4302,522,523.9231,776,732.6951,609,593.8336,FALSE
711,720.4302,522,524.7882,776,731.4196,609,602.7321,FALSE
711,720.4302,522,524.0189,776,733.6218,609,596.1387,FALSE
711,720.4302,522,521.8743,776,738.3646,609,591.7878,FALSE
711,720.4302,522,522.985,776,739.2899,609,605.9222,FALSE
711,720.4302,522,522.0292,776,745.6344,609,586.2762,FALSE
711,720.4302,522,521.927,776,741.367,609,595.8422,FALSE
711,720.4302,522,525.1804,776,744.2666,609,604.0477,FALSE
711,720.4302,522,524.5119,776,748.7128,609,598.7954,FALSE
711,720.4302,522,558.5114,776,755.3851,609,611.4919,FALSE
711,720.4302,522,622.3519,776,747.114,609,660.4586,FALSE
711,720.4302,522,616.7641,776,744.4558,609,658.1282,FALSE
711,720.4302,522,599.7484,776,739.5894,609,650.7526,FALSE
711,720.4302,522,579.9042,776,734.933,609,624.251,FALSE
711,720.4302,522,564.9045,776,735.0389,609,601.318,FALSE
711,720.4302,522,555.2848,776,736.5632,609,594.2538,FALSE
711,720.4302,522,546.7032,776,737.5779,609,579.3953,FALSE
711,720.4302,522,540.1661,776,741.2672,609,573.614,FALSE
711,720.4302,522,537.186,776,745.0623,609,560.53,FALSE
711,720.4302,522,533.3381,776,750.2878,609,552.4423,FALSE
711,720.4302,522,530.2582,776,758.2281,609,544.338,FALSE
711,552.5272,522,525.5596,776,767.0402,609,536.2009,FALSE
711,552.5272,522,523.5876,776,778.3122,609,530.1023,FALSE
711,552.5272,522,522.1005,776,790.0417,609,524.7233,FALSE
711,552.5272,522,520.7476,776,801.266,609,519.9939,FALSE
711,552.5272,522,515.1907,776,812.918,609,510.7484,FALSE
711,552.5272,522,517.5927,776,823.3199,609,508.3434,FALSE
711,552.5272,522,515.4131,776,837.4557,609,504.6541,FALSE
711,552.5272,522,516.8765,776,849.5294,609,503.2088,FALSE
711,552.5272,522,518.8124,776,863.1199,609,502.8542,FALSE
711,552.5272,522,522.9531,776,873.0584,609,501.9169,TRUE
711,552.5272,522,523.7603,776,885.5612,609,500.0335,TRUE
711,552.5272,522,523.8813,776,901.1707,609,500.1304,TRUE
711,552.5272,522,522.7551,776,911.7425,609,497.1399,TRUE
711,552.5272,522,523.0791,776,919.0675,609,496.973,TRUE
711,552.5272,522,521.4,776,927.1091,609,494.0913,TRUE
711,552.5272,522,521.247,776,929.7822,609,494.6128,TRUE
711,552.5272,522,521.841,776,937.365,609,494.6322,TRUE
711,552.5272,522,520.055,776,942.2835,609,492.8397,TRUE
711,552.5272,522,520.0389,776,949.3849,609,492.3585,TRUE
711,552.5272,522,520.6118,776,956.8546,609,492.3048,TRUE
711,552.5272,522,521.7748,776,964.2211,609,493.4208,TRUE
711,552.5272,522,521.9935,776,971.3301,609,492.2243,TRUE
711,552.5272,522,521.2575,776,978.7102,609,491.7713,TRUE
711,552.5272,522,522.8045,776,985.9651,609,494.1301,TRUE
711,287.5945,522,522.6066,776,992.7775,609,492.9171,TRUE
711,287.5945,522,520.267,776,1000.083,609,488.1953,TRUE
711,287.5945,522,518.4241,776,1006.961,609,488.2101,TRUE
711,297.6882,522,523.2495,776,1012.716,609,490.706,TRUE
711,287.5945,522,520.126,776,1019.035,609,485.5818,TRUE
711,287.5945,522,518.278,776,1025.811,609,484.7727,TRUE
711,250.8729,522,517.3826,776,1034.594,609,481.9223,TRUE
711,742.8269,522,522.483,776,1054.959,609,623.4583,TRUE
711,975.7802,522,523.7295,776,1050.54,609,830.2277,TRUE
711,1040.855,522,523.6987,776,1047.706,609,829.1519,TRUE
711,1111.354,522,523.403,776,985.7774,609,794.3732,FALSE
711,994.1816,522,524.8165,776,894.2749,609,749.5696,FALSE
711,994.1816,522,525.8743,776,866.9522,609,734.2506,FALSE
711,994.1816,522,523.1471,776,850.1731,609,720.9059,FALSE
711,994.1816,522,522.5588,776,837.4319,609,720.5186,FALSE
711,994.1816,522,524.237,776,826.5309,609,707.3557,FALSE
711,994.1816,522,522.2558,776,813.9998,609,692.4152,FALSE
711,994.1816,522,521.3062,776,803.9451,609,703.8184,FALSE
711,857.7946,522,522.3593,776,799.4869,609,674.4902,FALSE
711,874.2094,522,522.9562,776,798.0059,609,695.0942,FALSE
711,913.724,522,525.567,776,785.6401,609,695.2954,FALSE
711,849.6066,522,524.5703,776,783.4871,609,679.0049,FALSE
711,881.8412,522,522.6274,776,776.9443,609,695.425,FALSE
711,871.1874,522,524.266,776,770.0128,609,682.0967,FALSE
711,849.6066,522,525.9982,776,769.8682,609,665.0032,FALSE
711,849.6066,522,525.3934,776,769.4838,609,681.0463,FALSE
711,813.2122,522,522.7199,776,766.465,609,671.9914,FALSE
711,800.5308,522,525.6512,776,763.6891,609,663.0081,FALSE
711,800.5308,522,526.4419,776,764.142,609,660.3156,FALSE
711,800.5308,522,526.5864,776,765.2164,609,651.8165,FALSE
711,800.5308,522,523.4982,776,767.7852,609,641.5115,FALSE
711,800.5308,522,523.7369,776,771.5445,609,630.3482,TRUE
711,800.5308,522,524.497,776,776.9279,609,624.4984,TRUE
711,800.5308,522,524.0674,776,783.0966,609,611.5441,TRUE
711,800.5308,522,523.8776,776,791.5764,609,605.949,TRUE
711,800.5308,522,522.593,776,799.0325,609,601.4789,TRUE
711,800.5308,522,522.1221,776,802.8871,609,591.5047,TRUE
711,800.5308,522,523.7289,776,811.279,609,583.9741,TRUE
711,800.5308,522,521.6511,776,816.9321,609,577.4836,TRUE
711,800.5308,522,521.7494,776,827.3817,609,572.0316,TRUE
711,800.5308,522,521.5482,776,834.4713,609,562.336,TRUE
711,800.5308,522,521.7425,776,842.273,609,565.0598,TRUE
711,800.5308,522,520.8466,776,848.2614,609,562.9141,TRUE
711,800.5308,522,518.9315,776,853.6001,609,554.5565,TRUE
711,800.5308,522,520.2225,776,860.809,609,556.3342,TRUE
711,800.5308,522,520.2058,776,865.9212,609,554.8918,TRUE
711,800.5308,522,520.9774,776,873.2447,609,549.033,TRUE
711,800.5308,522,519.3784,776,881.2327,609,547.835,TRUE
711,800.5308,522,519.0334,776,888.0749,609,532.4476,TRUE
711,800.5308,522,521.4811,776,894.8247,609,539.1616,TRUE
711,459.4089,522,521.1436,776,902.9692,609,540.215,TRUE
711,458.0018,522,518.7135,776,912.0092,609,527.7152,TRUE
711,458.0018,522,517.7414,776,934.2999,609,614.0801,TRUE
711,1010.953,522,524.9023,776,886.9619,609,776.6761,TRUE
711,943.8208,522,521.5971,776,826.2925,609,742.9941,FALSE
711,910.5704,522,519.3615,776,806.7046,609,703.9569,FALSE
711,861.1514,522,521.4328,776,796.1299,609,703.8467,FALSE
711,831.9333,522,522.8312,776,792.2275,609,681.0687,FALSE
711,873.2743,522,521.7084,776,789.2401,609,705.1668,FALSE
711,795.4616,522,519.172,776,780.2671,609,680.1776,FALSE
711,808.1433,522,519.6879,776,777.6506,609,687.7633,FALSE
711,790.7948,522,522.4878,776,773.9225,609,674.2041,FALSE
711,791.8269,522,519.7955,776,777.9322,609,671.4237,FALSE
711,786.1382,522,517.8492,776,772.2448,609,665.1492,FALSE
711,761.8232,522,519.8303,776,772.5175,609,653.7207,FALSE
711,719.2296,522,521.2148,776,771.7516,609,647.9379,FALSE
711,719.5756,522,518.1161,776,773.3563,609,640.4282,FALSE
711,704.1369,522,517.1597,776,772.7469,609,634.7184,FALSE
711,678.5807,522,520.5479,776,775.5706,609,628.8879,FALSE
711,713.641,522,521.3831,776,779.5131,609,623.8055,TRUE
711,660.1846,522,518.0146,776,782.9104,609,613.3455,TRUE
711,656.3246,522,518.8032,776,786.4179,609,606.0652,TRUE
711,657.6278,522,521.4229,776,790.4648,609,603.334,TRUE
711,639.5324,522,522.8876,776,793.7653,609,599.8027,TRUE
711,652.866,522,519.0395,776,797.3368,609,593.7353,TRUE
711,632.893,522,518.4965,776,801.2585,609,590.7523,TRUE
711,632.893,522,518.8278,776,805.1639,609,588.4755,TRUE
711,632.9546,522,522.7015,776,811.1777,609,584.9516,TRUE
711,632.893,522,519.4436,776,817.0007,609,576.9636,TRUE
711,654.7421,522,516.0524,776,825.9692,609,570.2614,TRUE
711,632.893,522,520.2067,776,835.9926,609,568.822,TRUE
711,632.893,522,521.998,776,844.3337,609,563.5697,TRUE
711,632.893,522,521.0073,776,854.4584,609,559.9788,TRUE
711,632.893,522,516.7732,776,859.7972,609,547.1541,TRUE
711,632.893,522,517.3409,776,868.9489,609,548.5964,TRUE
711,632.893,522,519.398,776,883.0923,609,542.4441,TRUE
711,632.893,522,519.6373,776,891.3455,609,536.4572,TRUE
711,632.893,522,519.2164,776,897.1283,609,532.604,TRUE
711,632.893,522,515.5955,776,904.9509,609,529.5718,TRUE
711,632.893,522,517.9302,776,933.6741,609,578.3984,TRUE
711,899.4205,522,520.8934,776,895.0765,609,764.7067,TRUE
711,937.1396,522,520.6468,776,825.9721,609,701.5789,FALSE
711,925.6775,522,520.113,776,803.8825,609,689.3353,FALSE
711,847.3123,522,522.3199,776,790.0193,609,673.7273,FALSE
711,818.6887,522,519.9858,776,780.0615,609,674.4202,FALSE
711,845.7949,522,518.6505,776,772.6993,609,673.0404,FALSE
711,801.0434,522,520.4927,776,766.7645,609,660.3111,FALSE
711,753.4985,522,522.1749,776,762.6445,609,650.1238,FALSE
711,808.4828,522,518.7854,776,759.7733,609,662.5849,FALSE
711,761.9427,522,519.5612,776,754.8532,609,649.3773,FALSE
711,788.657,522,520.9279,776,752.1995,609,660.1844,FALSE
711,761.9427,522,521.7465,776,751.0343,609,630.2856,FALSE
711,772.9198,522,518.7105,776,751.2354,609,648.9348,FALSE
711,806.4233,522,520.6454,776,744.8849,609,651.207,FALSE
711,761.9427,522,528.9534,776,750.1716,609,642.3101,FALSE
711,761.9427,522,540.103,776,749.2775,609,655.9438,FALSE
711,767.7587,522,543.5803,776,750.6647,609,647.8426,FALSE
711,761.9427,522,533.8295,776,748.5489,609,634.2759,FALSE
711,761.9427,522,528.2924,776,755.3569,609,633.0392,FALSE
711,761.9427,522,524.4446,776,761.9964,609,624.543,TRUE
711,761.9427,522,523.006,776,769.1902,609,618.7662,TRUE
711,761.9427,522,518.9633,776,764.5399,609,606.2008,TRUE
711,761.9427,522,517.4004,776,769.8563,609,597.1445,TRUE
711,761.9427,522,520.5742,776,770.044,609,591.016,TRUE
711,761.9427,522,520.5164,776,777.6193,609,584.0322,TRUE
711,761.9427,522,517.0836,776,780.1643,609,575.1055,TRUE
711,761.9427,522,518.3032,776,787.0929,609,577.0544,TRUE
711,761.9427,522,520.1303,776,795.6874,609,572.9345,TRUE
711,761.9427,522,519.8774,776,803.4161,609,572.1224,TRUE
711,761.9427,522,517.9289,776,806.9594,609,567.9042,TRUE
711,761.9427,522,519.5069,776,812.6811,609,572.0927,TRUE
711,761.9427,522,519.4431,776,816.6863,609,568.0175,TRUE
711,590.1771,522,517.8611,776,821.6302,609,557.6514,TRUE
711,576.2816,522,520.9257,776,827.9181,609,559.6017,TRUE
711,533.192,522,519.2196,776,833.546,609,552.6046,TRUE
711,566.7366,522,519.3228,776,840.3718,609,552.5316,TRUE
711,533.192,522,518.3068,776,860.4886,609,492.1289,TRUE
711,822.3342,522,520.3574,776,845.4915,609,709.3329,TRUE
711,746.5338,522,521.2175,776,806.2844,609,649.2164,FALSE
711,830.319,522,522.0001,776,785.7012,609,658.8628,FALSE
711,840.6711,522,518.7111,776,784.7774,609,655.2852,FALSE
711,761.9999,522,516.9836,776,777.4271,609,657.9866,FALSE
711,779.7519,522,520.5371,776,771.4983,609,658.1789,FALSE
711,770.0854,522,522.9365,776,771.4,609,646.7847,FALSE
711,799.6902,522,520.3899,776,774.7868,609,650.0552,FALSE
711,747.0686,522,516.3683,776,762.649,609,647.8738,FALSE
711,680.3495,522,518.2578,776,762.2989,609,627.6706,FALSE
711,731.3163,522,521.1517,776,755.4671,609,647.8113,FALSE
711,728.973,522,519.8765,776,749.2671,609,633.0258,FALSE
711,695.0375,522,515.6082,776,744.1519,609,646.874,FALSE
711,681.8773,522,519.3561,776,743.7853,609,624.7651,FALSE
711,748.9778,522,521.9382,776,745.8416,609,644.8923,FALSE
711,757.6965,522,519.9203,776,740.2122,609,645.0041,FALSE
711,768.9462,522,516.0441,776,742.0509,609,622.2141,FALSE
711,742.4932,522,519.7604,776,740.093,609,641.9689,FALSE
711,715.9174,522,521.0648,776,742.79,609,625.6665,FALSE
711,764.1834,522,518.1564,776,740.9915,609,643.7867,FALSE
711,706.6273,522,516.9595,776,742.6097,609,618.3937,FALSE
711,742.6232,522,520.5566,776,743.8375,609,640.2777,FALSE
711,710.7255,522,519.6705,776,741.1152,609,629.037,FALSE
711,676.5511,522,518.0505,776,740.2108,609,620.0908,FALSE
711,746.2125,522,520.787,776,740.6637,609,635.085,FALSE
711,746.2498,522,520.9423,776,739.3361,609,621.2546,FALSE
711,667.4582,522,517.8265,776,743.8375,609,596.085,FALSE
711,667.8635,522,518.3748,776,747.4761,609,638.892,FALSE
711,683.3663,522,521.7259,776,747.7681,609,620.4008,FALSE
711,750.8207,522,520.5765,776,751.7227,609,609.2911,FALSE
711,717.7562,522,517.8076,776,754.7325,609,626.4532,FALSE
711,667.4582,522,516.8914,776,746.2349,609,606.6761,FALSE
711,684.9063,522,519.1337,776,748.467,609,601.2375,FALSE
711,711.5287,522,521.3461,776,745.7134,609,627.8613,FALSE
711,674.8464,522,516.9745,776,745.0548,609,608.278,FALSE
711,747.84,522,518.0322,776,745.1531,609,603.2282,FALSE
711,695.0487,522,519.7797,776,750.924,609,614.6448,FALSE
711,687.5859,522,520.6449,776,750.6975,609,603.2997,FALSE
711,667.4582,522,518.5978,776,755.4805,609,585.4716,TRUE
711,667.4582,522,517.2963,776,763.9796,609,576.7386,TRUE
711,667.4582,522,519.0054,776,773.6827,609,566.6362,TRUE
711,667.4582,522,519.2561,776,785.7444,609,559.2784,TRUE
711,667.4582,522,516.6292,776,805.6303,609,515.0887,TRUE
711,483.0143,522,515.7208,776,818.7723,609,579.3625,TRUE
711,699.7637,522,519.5049,776,812.7854,609,643.1445,TRUE
711,780.0994,522,517.2853,776,777.4763,609,674.6049,TRUE
711,730.8646,522,517.794,776,764.3909,609,655.7814,FALSE
711,762.9318,522,518.1193,776,754.2259,609,656.8557,FALSE
711,730.2467,522,518.2795,776,748.8455,609,647.9633,FALSE
711,744.9799,522,519.692,776,749.9927,609,645.7446,FALSE
711,715.8662,522,518.9794,776,748.9527,609,647.1855,FALSE
711,671.0767,522,527.155,776,751.6094,609,653.977,FALSE
711,754.9269,522,525.0555,776,751.0999,609,644.9728,FALSE
711,733.1724,522,522.9855,776,750.857,609,639.9514,FALSE
711,737.6268,522,521.6154,776,750.7914,609,640.8618,FALSE
711,692.7628,522,525.4111,776,757.8839,609,639.78,FALSE
711,742.1999,522,523.8385,776,749.6709,609,621.2456,FALSE
711,719.3237,522,521.9486,776,749.0302,609,638.4226,FALSE
711,726.6722,522,521.0966,776,745.0787,609,618.5219,FALSE
711,746.3495,522,523.5853,776,741.6516,609,633.8795,FALSE
711,696.6248,522,523.2493,776,737.0027,609,622.2678,FALSE
711,741.536,522,523.5309,776,737.3827,609,629.329,FALSE
711,812.5864,522,522.4967,776,733.896,609,631.0351,FALSE
711,670.5724,522,521.2147,776,737.6315,609,613.6376,FALSE
711,772.8901,522,521.5995,776,734.6917,609,638.0099,FALSE
711,690.2552,522,520.9739,776,736.4886,609,613.1637,FALSE
711,733.0298,522,524.3895,776,735.3294,609,640.3746,FALSE
711,688.9667,522,521.2502,776,738.3497,609,602.8855,FALSE
711,688.9667,522,521.5285,776,738.4078,609,645.6478,FALSE
711,688.9667,522,524.091,776,737.9265,609,609.5474,FALSE
711,688.9667,522,523.5493,776,742.553,609,628.657,FALSE
711,712.8672,522,520.0209,776,737.8491,609,623.9247,FALSE
711,688.9667,522,522.3217,776,743.4083,609,620.3903,FALSE
711,724.453,522,525.0679,776,739.801,609,634.3951,FALSE
711,691.0057,522,522.4344,776,747.0991,609,617.5712,FALSE
711,750.8346,522,520.3815,776,746.1113,609,637.2321,FALSE
711,696.5339,522,521.2821,776,753.235,609,620.4559,FALSE
711,707.7628,522,522.4979,776,750.9762,609,605.4052,FALSE
711,693.8021,522,520.6902,776,756.3596,609,600.2035,FALSE
711,695.4789,522,518.7187,776,754.81,609,620.8582,FALSE
711,703.5635,522,521.3138,776,750.696,609,623.1752,FALSE
711,718.5312,522,522.585,776,747.2123,609,625.1376,FALSE
711,708.1785,522,520.5837,776,740.3419,609,619.6513,FALSE
711,754.3438,522,520.2593,776,735.243,609,632.4893,FALSE
711,714.3394,522,520.7836,776,732.1124,609,637.3215,FALSE
711,688.9667,522,522.2154,776,729.4677,609,634.3235,FALSE
711,720.3306,522,520.3911,776,729.8729,609,620.2756,FALSE
711,735.5145,522,520.4697,776,727.6856,609,639.5253,FALSE
711,688.9667,522,522.3308,776,728.222,609,622.9904,FALSE
711,708.368,522,522.7231,776,728.3799,609,630.6447,FALSE
711,688.9667,522,518.6341,776,733.0109,609,623.2274,FALSE
711,760.5134,522,519.781,776,726.9331,609,647.3747,FALSE
711,720.3533,522,521.7132,776,728.9402,609,626.6097,FALSE
711,720.3533,522,521.2512,776,728.5587,609,621.8565,FALSE
711,720.3533,522,520.2478,776,728.0149,609,627.6572,FALSE
711,720.3533,522,519.6299,776,728.3054,609,615.0844,FALSE
711,720.3533,522,521.1564,776,734.9152,609,603.8809,FALSE
711,720.3533,522,522.0923,776,741.434,609,611.3936,FALSE
711,720.3533,522,518.8879,776,741.6456,609,617.6085,FALSE
711,720.3533,522,520.3725,776,759.3218,609,585.6146,FALSE
711,720.3533,522,521.1588,776,756.0318,609,621.3395,FALSE
711,721.03,522,522.3549,776,753.5435,609,625.9049,FALSE
711,720.3533,522,519.8494,776,758.5321,609,616.4478,FALSE
711,727.3964,522,519.946,776,755.3851,609,627.7988,FALSE
711,720.3533,522,519.1776,776,747.4507,609,618.0197,FALSE
711,720.3533,522,522.3403,776,748.0214,609,614.6731,FALSE
711,720.3533,522,522.5967,776,745.9846,609,605.9505,FALSE
711,720.3533,522,519.8426,776,745.8982,609,606.6597,FALSE
711,720.3533,522,519.7249,776,739.2705,609,630.0591,FALSE
711,738.5637,522,521.1793,776,735.6751,609,632.5654,FALSE
711,720.3533,522,527.3745,776,734.8168,609,629.4393,FALSE
711,720.3533,522,524.6527,776,733.8036,609,622.4243,FALSE
711,720.3533,522,521.1873,776,735.2549,609,621.4453,FALSE
711,720.3533,522,524.1509,776,733.6114,609,625.8766,FALSE
711,742.8466,522,524.2707,776,734.4056,609,624.701,FALSE
711,721.4024,522,523.6332,776,733.5578,609,626.5561,FALSE
711,720.0918,522,521.4629,776,733.5906,609,628.2487,FALSE
711,689.3605,522,524.2649,776,733.8841,609,626.2357,FALSE
711,688.2277,522,522.7233,776,735.2177,609,624.5892,FALSE
711,674.0994,522,522.6791,776,732.2778,609,626.5322,FALSE
711,732.6176,522,521.7215,776,732.0186,609,621.1756,FALSE
711,674.0994,522,525.17,776,737.4766,609,613.1965,FALSE
711,674.0994,522,522.4453,776,740.7009,609,607.9382,FALSE
711,674.0994,522,520.1005,776,747.7667,609,607.6491,FALSE
711,674.0994,522,521.6458,776,750.3235,609,623.8949,FALSE
711,681.6031,522,524.5146,776,751.1088,609,639.2377,FALSE
711,697.8452,522,522.7274,776,752.3679,609,620.9372,FALSE
711,674.0994,522,520.7029,776,754.4241,609,616.2138,FALSE
711,674.0994,522,519.8539,776,749.4578,609,611.2311,FALSE
711,674.0994,522,522.9235,776,752.9788,609,611.0717,FALSE
711,674.0994,522,522.2206,776,749.215,609,618.2089,FALSE
711,674.0994,522,520.1335,776,747.9186,609,608.2824,FALSE
711,689.5922,522,520.4928,776,743.3696,609,620.1862,FALSE
711,674.0994,522,522.0092,776,739.4404,609,622.092,FALSE
711,677.65,522,521.8945,776,735.7019,609,629.4229,FALSE
711,680.5152,522,521.2477,776,733.9824,609,613.7299,FALSE
711,674.8948,522,522.7522,776,736.5855,609,624.8694,FALSE
711,721.6943,522,522.4215,776,736.876,609,612.304,FALSE
711,689.66,522,525.4498,776,740.7561,609,616.2675,FALSE
711,674.647,522,524.894,776,742.3862,609,613.2665,FALSE
711,677.5604,522,524.0247,776,742.9077,609,613.3753,FALSE
711,674.647,522,525.1245,776,745.4884,609,625.2299,FALSE
711,709.8398,522,526.54,776,744.1772,609,615.965,FALSE
711,674.647,522,528.1722,776,745.8297,609,618.9897,FALSE
711,674.647,522,526.3243,776,746.2081,609,621.3455,FALSE
711,674.647,522,528.3762,776,746.1083,609,609.6547,FALSE
711,678.9901,522,526.2998,776,749.8631,609,618.6455,FALSE
711,674.647,522,524.7834,776,752.0654,609,614.6701,FALSE
